generics,product_name,dosage_form,strength,company,unit_price,strip_price,pack_size,pack_type
probiotic-combination-4-billion,Rebio,Capsule,4 billion,Ibn Sina Pharmaceuticals Ltd.,28.0,840.0,5 x 6 pcs,strip
probiotic-prebiotic-vitamin-k2-7,BioRenal,Capsule,24.5 Billion CFU+100 mg+50 mcg,"Beacon Pharmaceuticals PLC
(Mfg. by: Fresenius Kabi)",150.0,4500.0,3 x 10 pcs,strip
teicoplanin,Targocid,IM/IV Injection,200 mg/vial,Synovia Pharma PLC.,1090.0,,200 mg,vial
teicoplanin,Targocid,IM/IV Injection,400 mg/vial,Synovia Pharma PLC.,1590.0,,400 mg,vial
teicoplanin,Teconin,IM/IV Injection,200 mg/vial,Square Pharmaceuticals PLC,700.0,,200 mg,vial
teicoplanin,Teconin,IM/IV Injection,400 mg/vial,Square Pharmaceuticals PLC,1300.0,,400 mg,vial
teicoplanin,Tergocin,IM/IV Injection,200 mg/vial,Incepta Pharmaceuticals Ltd.,700.0,,200 mg,vial
teicoplanin,Tergocin,IM/IV Injection,400 mg/vial,Incepta Pharmaceuticals Ltd.,1300.0,,400 mg,vial
teicoplanin,Ticoplan,IM/IV Injection,200 mg/vial,Healthcare Pharmaceuticals Ltd.,700.0,,200 mg,vial
teicoplanin,Ticoplan,IM/IV Injection,400 mg/vial,Healthcare Pharmaceuticals Ltd.,1300.0,,400 mg,vial
cephradine,Abac,Capsule,500 mg,Chemist Laboratories Ltd.,12.5,500.0,10 x 4 pcs,strip
cephradine,Abac,Powder for Suspension,125 mg/5 ml,Chemist Laboratories Ltd.,95.0,,100 ml,bottle
cephradine,Abac,Pediatric Drops,125 mg/1.25 ml,Chemist Laboratories Ltd.,65.0,,15 ml,bottle
cephradine,Acefra,Capsule,500 mg,Apollo Pharmaceutical Ltd.,12.0,240.0,20's,pack
cephradine,Acefra,Powder for Suspension,125 mg/5 ml,Apollo Pharmaceutical Ltd.,78.0,,100 ml,bottle
cephradine,Adecef,Capsule,500 mg,Supreme Pharmaceutical Ltd.,12.5,300.0,24's,pack
cephradine,Adecef,Powder for Suspension,125 mg/5 ml,Supreme Pharmaceutical Ltd.,80.0,,100 ml,bottle
cephradine,Adecef DS,Powder for Suspension,250 mg/5 ml,Supreme Pharmaceutical Ltd.,120.0,,100 ml,bottle
cephradine,Alfradin,Capsule,500 mg,Allied Pharmaceuticals Ltd.,12.5,,,
cephradine,Alfradin DS,Powder for Suspension,250 mg/5 ml,Allied Pharmaceuticals Ltd.,120.0,,100 ml,bottle
cephradine,Amfrad,Capsule,500 mg,Amulet Pharmaceuticals Ltd.,12.54,300.96,24's,pack
cephradine,Amfrad,Capsule,250 mg,Amulet Pharmaceuticals Ltd.,6.25,187.5,30's,pack
cephradine,Amfrad,Powder for Suspension,125 mg/5 ml,Amulet Pharmaceuticals Ltd.,80.24,,100 ml,bottle
cephradine,Ancef,Capsule,250 mg,UniMed UniHealth Pharmaceuticals Ltd.,6.5,130.0,5 x 4 pcs,strip
cephradine,Ancef,Capsule,500 mg,UniMed UniHealth Pharmaceuticals Ltd.,15.0,300.0,5 x 4 pcs,strip
cephradine,Ancef,Powder for Suspension,125 mg/5 ml,UniMed UniHealth Pharmaceuticals Ltd.,95.0,,100 ml,bottle
cephradine,Ancef,Pediatric Drops,125 mg/1.25 ml,UniMed UniHealth Pharmaceuticals Ltd.,65.0,,15 ml,bottle
cephradine,Ancef Forte,Powder for Suspension,250 mg/5 ml,UniMed UniHealth Pharmaceuticals Ltd.,140.0,,100 ml,bottle
cephradine,Aphrin,Capsule,500 mg,Apex Pharmaceuticals Ltd.,14.0,294.0,3 x 7 pcs,strip
cephradine,Avlosef,Capsule,250 mg,ACI Limited,8.02,256.64,8 x 4 pcs,strip
cephradine,Avlosef,Capsule,500 mg,ACI Limited,15.05,481.6,8 x 4 pcs,strip
cephradine,Avlosef,Pediatric Drops,125 mg/1.25 ml,ACI Limited,65.2,,15 ml,bottle
cephradine,Avlosef,IM/IV Injection,1 gm/vial,ACI Limited,95.29,,1 gm,vial
cephradine,Avlosef,Powder for Suspension,125 mg/5 ml,ACI Limited,120.0,,100 ml,bottle
cephradine,Avlosef DS,Powder for Suspension,250 mg/5 ml,ACI Limited,135.41,,100 ml,bottle
cephradine,Bactacef,Capsule,500 mg,Silco Pharmaceutical Ltd.,12.5,250.0,5 x 4 pcs,strip
cephradine,Bactacef,Powder for Suspension,125 mg/5 ml,Silco Pharmaceutical Ltd.,80.0,,100 ml,bottle
cephradine,Bactacef DS,Powder for Suspension,250 mg/5 ml,Silco Pharmaceutical Ltd.,120.0,,100 ml,bottle
cephradine,Bactokil,Capsule,250 mg,Virgo Pharmaceuticals Ltd.,6.5,156.0,24's,pack
cephradine,Bactokil,Capsule,500 mg,Virgo Pharmaceuticals Ltd.,12.5,300.0,24's,pack
cephradine,Bactokil,Powder for Suspension,125 mg/5 ml,Virgo Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Belocef,Capsule,250 mg,Amico Laboratories Ltd.,12.05,289.2,24's,pack
cephradine,Belocef,Powder for Suspension,125 mg/5 ml,Amico Laboratories Ltd.,80.0,,100 ml,bottle
cephradine,Belocef,Pediatric Drops,125 mg/1.25 ml,Amico Laboratories Ltd.,50.0,,15 ml,bottle
cephradine,Belocef DS,Powder for Suspension,250 mg/5 ml,Amico Laboratories Ltd.,110.0,,100 ml,bottle
cephradine,Benocef,Powder for Suspension,125 mg/5 ml,Benham Pharmaceuticals Ltd.,90.0,,100 ml,bottle
cephradine,Benocef,Capsule,500 mg,Benham Pharmaceuticals Ltd.,15.0,420.0,4 x 7 pcs,strip
cephradine,Betasef,Capsule,250 mg,Alco Pharma Ltd.,8.0,192.0,4 x 6 pcs,strip
cephradine,Betasef,Capsule,500 mg,Alco Pharma Ltd.,15.0,300.0,5 x 4 pcs,strip
cephradine,Betasef,Powder for Suspension,125 mg/5 ml,Alco Pharma Ltd.,90.0,,100 ml,bottle
cephradine,Betasef,Pediatric Drops,125 mg/1.25 ml,Alco Pharma Ltd.,65.0,,15 ml,bottle
cephradine,Betasef DS,Powder for Suspension,250 mg/5 ml,Alco Pharma Ltd.,120.35,,100 ml,bottle
cephradine,Brace,Capsule,250 mg,Hallmark Pharmaceuticals Ltd.,6.53,182.84,28's,pack
cephradine,Brace,Capsule,500 mg,Hallmark Pharmaceuticals Ltd.,12.05,241.0,20's,pack
cephradine,Brace,Capsule,500 mg,Hallmark Pharmaceuticals Ltd.,12.05,337.4,28's,pack
cephradine,Brace,Powder for Suspension,125 mg/5 ml,Hallmark Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Cefadin,Capsule,500 mg,Ziska Pharmaceuticals Ltd.,12.0,336.0,7 x 4 pcs,strip
cephradine,Cefadin,Powder for Suspension,125 mg/5 ml,Ziska Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Cefasia,Capsule,500 mg,Pharmasia Limited,13.0,260.0,5 x 4 pcs,strip
cephradine,Cefasia,Powder for Suspension,125 mg/5 ml,Pharmasia Limited,80.31,,100 ml,bottle
cephradine,Cefasia DS,Powder for Suspension,250 mg/5 ml,Pharmasia Limited,140.0,,100 ml,bottle
cephradine,Ceflin,Capsule,500 mg,Nipa Pharmaceuticals Ltd.,13.5,270.0,5 x 4 pcs,strip
cephradine,Ceflin,Powder for Suspension,125 mg/5 ml,Nipa Pharmaceuticals Ltd.,85.0,,100 ml,bottle
cephradine,Cefracef,Capsule,250 mg,NIPRO JMI Pharma Ltd.,8.0,240.0,3 x 10 pcs,strip
cephradine,Cefracef,Capsule,500 mg,NIPRO JMI Pharma Ltd.,15.0,360.0,6 x 4 pcs,strip
cephradine,Cefracef,Powder for Suspension,125 mg/5 ml,NIPRO JMI Pharma Ltd.,95.0,,100 ml,bottle
cephradine,Ceframax,Capsule,500 mg,SMC Enterprise Ltd,12.0,360.0,5 x 6 pcs,strip
cephradine,Ceframed,Capsule,250 mg,Medimet Pharmaceuticals Ltd.,7.0,350.0,50's,pack
cephradine,Ceframed,Capsule,500 mg,Medimet Pharmaceuticals Ltd.,12.0,240.0,20's,pack
cephradine,Ceframed,Powder for Suspension,125 mg/5 ml,Medimet Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Ceframed,Pediatric Drops,125 mg/1.25 ml,Medimet Pharmaceuticals Ltd.,50.0,,15 ml,bottle
cephradine,Cefranov,Capsule,500 mg,Novus Pharmaceuticals Ltd.,12.5,300.0,24's,pack
cephradine,Cefranov,Powder for Suspension,125 mg/5 ml,Novus Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Cefrasyn,Capsule,500 mg,MST Pharma,13.0,260.0,20's,pack
cephradine,Cefrasyn,Powder for Suspension,125 mg/5 ml,MST Pharma,80.0,,100 ml,bottle
cephradine,Ceodin,Powder for Suspension,125 mg/5 ml,Central Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Cephid,Capsule,250 mg,Zenith Pharmaceuticals Ltd.,6.52,195.6,6 x 5 pcs,strip
cephradine,Cephid,Capsule,500 mg,Zenith Pharmaceuticals Ltd.,12.5,250.0,5 x 4 pcs,strip
cephradine,Cephid,Powder for Suspension,125 mg/5 ml,Zenith Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Cephracap,Capsule,500 mg,Euro Pharma Ltd.,15.0,300.0,5 x 4 pcs,strip
cephradine,Cephracap DS,Powder for Suspension,250 mg/5 ml,Euro Pharma Ltd.,120.0,,100 ml,bottle
cephradine,Cephradex,Capsule,500 mg,Marker Pharma Ltd.,12.5,250.0,20's,pack
cephradine,Cephradex DS,Powder for Suspension,125 mg/5 ml,Marker Pharma Ltd.,80.0,,100 ml,bottle
cephradine,Cephran,Capsule,500 mg,Opsonin Pharma Ltd.,15.05,421.4,4 x 7 pcs,strip
cephradine,Cephran,Powder for Suspension,125 mg/5 ml,Opsonin Pharma Ltd.,90.0,,100 ml,bottle
cephradine,Cephran,Pediatric Drops,125 mg/1.25 ml,Opsonin Pharma Ltd.,65.0,,15 ml,bottle
cephradine,Cephran,IM/IV Injection,500 mg/vial,Opsonin Pharma Ltd.,54.2,216.8,1 x 4 pcs,vial
cephradine,Cephran,IM/IV Injection,1 gm/vial,Opsonin Pharma Ltd.,80.3,,1 gm,vial
cephradine,Cephran DS,Powder for Suspension,250 mg/5 ml,Opsonin Pharma Ltd.,120.45,,100 ml,bottle
cephradine,Cephrasic,Capsule,500 mg,Physic pharmaceuticals ltd.,14.0,392.0,4 x 7 pcs,strip
cephradine,Cephrasic,Powder for Suspension,125 mg/5 ml,Physic pharmaceuticals ltd.,87.0,,100 ml,bottle
cephradine,Ceproval,Capsule,500 mg,Peoples Pharma Ltd.,10.5,210.0,20's,pack
cephradine,Ceproval,Powder for Suspension,125 mg/5 ml,Peoples Pharma Ltd.,70.0,,100 ml,bottle
cephradine,Dicef,Capsule,250 mg,Drug International Ltd.,8.0,400.0,5 x 10 pcs,strip
cephradine,Dicef,Capsule,500 mg,Drug International Ltd.,14.0,420.0,3 x 10 pcs,strip
cephradine,Dicef,Powder for Suspension,125 mg/5 ml,Drug International Ltd.,85.0,,100 ml,bottle
cephradine,Dicef,Pediatric Drops,125 mg/1.25 ml,Drug International Ltd.,55.0,,15 ml,bottle
cephradine,Dicef Forte,Powder for Suspension,250 mg/5 ml,Drug International Ltd.,130.0,,100 ml,bottle
cephradine,Edin,Capsule,250 mg,Millat Pharmaceuticals Ltd.,6.5,195.0,30's,pack
cephradine,Edin,Capsule,500 mg,Millat Pharmaceuticals Ltd.,12.5,250.0,20's,pack
cephradine,Edin,Powder for Suspension,125 mg/5 ml,Millat Pharmaceuticals Ltd.,86.0,,100 ml,bottle
cephradine,Edin,Pediatric Drops,125 mg/1.25 ml,Millat Pharmaceuticals Ltd.,50.0,,15 ml,bottle
cephradine,Edin DS,Powder for Suspension,250 mg/5 ml,Millat Pharmaceuticals Ltd.,120.0,,100 ml,bottle
cephradine,Efrad,Capsule,250 mg,Edruc Limited,6.5,130.0,20's,pack
cephradine,Efrad,Capsule,500 mg,Edruc Limited,12.5,400.0,32's,pack
cephradine,Efrad,Powder for Suspension,125 mg/5 ml,Edruc Limited,82.0,,100 ml,bottle
cephradine,Elocef,Capsule,250 mg,Ethical Drugs Limited,7.0,336.0,8 x 6 pcs,strip
cephradine,Elocef,Capsule,500 mg,Ethical Drugs Limited,13.0,546.0,7 x 6 pcs,strip
cephradine,Elocef,Powder for Suspension,125 mg/5 ml,Ethical Drugs Limited,80.0,,100 ml,bottle
cephradine,Eusef,Capsule,500 mg,Globe Pharmaceuticals Ltd.,13.5,405.0,5 x 6 pcs,strip
cephradine,Eusef,Powder for Suspension,125 mg/5 ml,Globe Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Eusef,Pediatric Drops,125 mg/1.25 ml,Globe Pharmaceuticals Ltd.,50.0,,15 ml,bottle
cephradine,Eusef,IM/IV Injection,500 mg/vial,Globe Pharmaceuticals Ltd.,50.0,,500 mg,vial
cephradine,Eusef,IM/IV Injection,1 gm/vial,Globe Pharmaceuticals Ltd.,80.0,,1 gm,vial
cephradine,Eusef DS,Powder for Suspension,250 mg/5 ml,Globe Pharmaceuticals Ltd.,140.0,,100 ml,bottle
cephradine,Extracef,Capsule,250 mg,Aristopharma Ltd.,8.0,240.0,3 x 10 pcs,strip
cephradine,Extracef,Capsule,500 mg,Aristopharma Ltd.,15.0,420.0,7 x 4 pcs,strip
cephradine,Extracef,Powder for Suspension,125 mg/5 ml,Aristopharma Ltd.,90.0,,100 ml,bottle
cephradine,Extracef,Pediatric Drops,125 mg/1.25 ml,Aristopharma Ltd.,62.0,,15 ml,bottle
cephradine,Extracef DS,Powder for Suspension,250 mg/5 ml,Aristopharma Ltd.,140.0,,100 ml,bottle
cephradine,G-Cefradine,Capsule,500 mg,Gonoshasthaya Pharma Ltd.,10.0,200.0,4 x 5 pcs,strip
cephradine,G-Cefradine,Powder for Suspension,125 mg/5 ml,Gonoshasthaya Pharma Ltd.,50.0,,100 ml,bottle
cephradine,G-Cefradine,Pediatric Drops,125 mg/1.25 ml,Gonoshasthaya Pharma Ltd.,30.0,,15 ml,bottle
cephradine,G-Cefradine,IM/IV Injection,500 mg/vial,Gonoshasthaya Pharma Ltd.,40.0,,500 mg,vial
cephradine,Gigacef,Capsule,500 mg,Pacific Pharmaceuticals Ltd.,15.0,300.0,2 x 10 pcs,strip
cephradine,Gigacef,Powder for Suspension,125 mg/5 ml,Pacific Pharmaceuticals Ltd.,90.0,,100 ml,bottle
cephradine,Gigacef,Pediatric Drops,125 mg/1.25 ml,Pacific Pharmaceuticals Ltd.,63.0,,15 ml,bottle
cephradine,Glovocef,Capsule,500 mg,Globex Pharmaceuticals Ltd.,12.5,250.0,20's,pack
cephradine,Glovocef,Powder for Suspension,125 mg/5 ml,Globex Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Indocef,Powder for Suspension,125 mg/5 ml,Indo Bangla Pharmaceutical,80.0,,100 ml,bottle
cephradine,Intracef,Capsule,250 mg,Beximco Pharmaceuticals Ltd.,6.5,312.0,8 x 6 pcs,strip
cephradine,Intracef,Capsule,500 mg,Beximco Pharmaceuticals Ltd.,12.5,450.0,6 x 6 pcs,strip
cephradine,Intracef,Powder for Suspension,125 mg/5 ml,Beximco Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Intracef,Pediatric Drops,125 mg/1.25 ml,Beximco Pharmaceuticals Ltd.,50.0,,15 ml,bottle
cephradine,Intracef DS,Powder for Suspension,250 mg/5 ml,Beximco Pharmaceuticals Ltd.,120.0,,100 ml,bottle
cephradine,Keprad,Capsule,250 mg,Sonear Laboratories Ltd.,8.2,328.0,40's,pack
cephradine,Keprad,Capsule,500 mg,Sonear Laboratories Ltd.,15.38,307.6,20's,pack
cephradine,Lebac,Capsule,250 mg,Square Pharmaceuticals PLC,8.03,144.54,3 x 6 pcs,strip
cephradine,Lebac,Capsule,500 mg,Square Pharmaceuticals PLC,15.05,451.5,5 x 6 pcs,strip
cephradine,Lebac,Powder for Suspension,125 mg/5 ml,Square Pharmaceuticals PLC,95.0,,100 ml,bottle
cephradine,Lebac,Pediatric Drops,125 mg/1.25 ml,Square Pharmaceuticals PLC,65.19,,15 ml,bottle
cephradine,Lebac,IM/IV Injection,500 mg/vial,Square Pharmaceuticals PLC,65.19,,500 mg,vial
cephradine,Lebac Forte,Powder for Suspension,250 mg/5 ml,Square Pharmaceuticals PLC,140.0,,100 ml,bottle
cephradine,Libradin,Powder for Suspension,125 mg/5 ml,Libra Pharmaceuticls Ltd.,80.3,,100 ml,bottle
cephradine,Libradin,Capsule,500 mg,Libra Pharmaceuticls Ltd.,12.54,351.12,28's,pack
cephradine,Lidocef,Capsule,500 mg,Leon Pharmaceuticals Ltd.,12.5,250.0,20's,pack
cephradine,Lidocef,Powder for Suspension,125 mg/5 ml,Leon Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Lindex,Capsule,250 mg,Rangs Pharmaceuticals Ltd.,7.0,140.0,5 x 4 pcs,strip
cephradine,Lindex,Capsule,500 mg,Rangs Pharmaceuticals Ltd.,13.0,273.0,3 x 7 pcs,strip
cephradine,Lindex,Powder for Suspension,125 mg/5 ml,Rangs Pharmaceuticals Ltd.,85.0,,100 ml,bottle
cephradine,Lindex,Pediatric Drops,125 mg/1.25 ml,Rangs Pharmaceuticals Ltd.,60.0,,15 ml,bottle
cephradine,Lindex,IM/IV Injection,500 mg/vial,Rangs Pharmaceuticals Ltd.,55.0,275.0,1 x 5 pcs,vial
cephradine,Lindex,IM/IV Injection,1 gm/vial,Rangs Pharmaceuticals Ltd.,85.0,,1 gm,vial
cephradine,Lindex DS,Powder for Suspension,250 mg/5 ml,Rangs Pharmaceuticals Ltd.,130.0,,100 ml,bottle
cephradine,Medicef,Capsule,500 mg,Medicon Pharmaceuticals Ltd.,15.0,300.0,5 x 4 pcs,strip
cephradine,Medicef,Powder for Suspension,125 mg/5 ml,Medicon Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Mefrad,Capsule,500 mg,Modern Pharmaceuticals Ltd.,12.55,251.0,20's,pack
cephradine,Mefrad,Powder for Suspension,250 mg/5 ml,Modern Pharmaceuticals Ltd.,100.0,,100 ml,bottle
cephradine,Mega Cef,Capsule,500 mg,Hudson Pharmaceuticals Ltd.,11.9,357.0,30's,pack
cephradine,Mega Cef,Powder for Suspension,125 mg/5 ml,Hudson Pharmaceuticals Ltd.,81.0,,100 ml,bottle
cephradine,Multicef,Capsule,250 mg,Desh Pharmaceuticals Ltd.,8.0,240.0,3 x 10 pcs,strip
cephradine,Multicef,Capsule,500 mg,Desh Pharmaceuticals Ltd.,15.0,300.0,5 x 4 pcs,strip
cephradine,Multicef,Powder for Suspension,125 mg/5 ml,Desh Pharmaceuticals Ltd.,85.0,,100 ml,bottle
cephradine,Multicef,Pediatric Drops,125 mg/1.25 ml,Desh Pharmaceuticals Ltd.,60.0,,15 ml,bottle
cephradine,Mycef,Capsule,500 mg,Ambee Pharmaceuticals Ltd.,12.54,250.8,5 x 4 pcs,strip
cephradine,Mycef,Powder for Suspension,125 mg/5 ml,Ambee Pharmaceuticals Ltd.,80.31,,100 ml,bottle
cephradine,Mycef,Pediatric Drops,125 mg/1.25 ml,Ambee Pharmaceuticals Ltd.,50.19,,15 ml,bottle
cephradine,Mycef DS,Powder for Suspension,250 mg/5 ml,Ambee Pharmaceuticals Ltd.,120.0,,100 ml,bottle
cephradine,Novadin,Capsule,500 mg,Aexim Pharmaceuticals Ltd.,12.0,240.0,5 x 4 pcs,strip
cephradine,Novadin,Powder for Suspension,125 mg/5 ml,Aexim Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Orgacef,Capsule,250 mg,Novatek Pharmaceuticals Ltd.,6.52,182.56,7 x 4 pcs,strip
cephradine,Orgacef,Capsule,500 mg,Novatek Pharmaceuticals Ltd.,12.54,351.12,7 x 4 pcs,strip
cephradine,Orgacef,Powder for Suspension,125 mg/5 ml,Novatek Pharmaceuticals Ltd.,80.24,,100 ml,bottle
cephradine,P-Cef,Capsule,500 mg,Pharmadesh Laboratories Ltd.,12.05,241.0,20's,pack
cephradine,P-Cef,Powder for Suspension,125 mg/5 ml,Pharmadesh Laboratories Ltd.,78.0,,100 ml,bottle
cephradine,P-Cef,Pediatric Drops,125 mg/1.25 ml,Pharmadesh Laboratories Ltd.,50.18,,15 ml,bottle
cephradine,P-Cef DS,Powder for Suspension,250 mg/5 ml,Pharmadesh Laboratories Ltd.,120.45,,100 ml,bottle
cephradine,Polycef,Capsule,250 mg,Renata PLC,6.52,130.4,5 x 4 pcs,strip
cephradine,Polycef,Capsule,500 mg,Renata PLC,12.54,351.12,7 x 4 pcs,strip
cephradine,Polycef,Powder for Suspension,125 mg/5 ml,Renata PLC,90.0,,100 ml,bottle
cephradine,Polycef,Pediatric Drops,125 mg/1.25 ml,Renata PLC,62.0,,15 ml,bottle
cephradine,Polycef,IM/IV Injection,500 mg/vial,Renata PLC,65.0,,500 mg,vial
cephradine,Polycef,IM/IV Injection,1 gm/vial,Renata PLC,90.0,,1 gm,vial
cephradine,Polycef DS,Powder for Suspension,250 mg/5 ml,Renata PLC,132.0,,100 ml,bottle
cephradine,Procef,Capsule,250 mg,Incepta Pharmaceuticals Ltd.,6.5,156.0,6 x 4 pcs,strip
cephradine,Procef,Capsule,500 mg,Incepta Pharmaceuticals Ltd.,15.0,300.0,5 x 4 pcs,strip
cephradine,Procef,Capsule,500 mg,Incepta Pharmaceuticals Ltd.,15.0,600.0,10 x 4 pcs,strip
cephradine,Procef,Powder for Suspension,125 mg/5 ml,Incepta Pharmaceuticals Ltd.,95.0,,100 ml,bottle
cephradine,Procef,Pediatric Drops,125 mg/1.25 ml,Incepta Pharmaceuticals Ltd.,50.0,,15 ml,bottle
cephradine,Procef,IM/IV Injection,500 mg/vial,Incepta Pharmaceuticals Ltd.,65.0,260.0,500 mg,vial
cephradine,Procef,IM/IV Injection,1 gm/vial,Incepta Pharmaceuticals Ltd.,80.0,,1 gm,vial
cephradine,Procef Fort,Powder for Suspension,250 mg/5 ml,Incepta Pharmaceuticals Ltd.,120.0,,100 ml,bottle
cephradine,Recepra,Capsule,500 mg,Reliance Pharmaceuticals Ltd.,12.5,250.0,20's,pack
cephradine,Recepra,Powder for Suspension,125 mg/5 ml,Reliance Pharmaceuticals Ltd.,75.0,,100 ml,bottle
cephradine,Reocef,Capsule,500 mg,Rephco Pharmaceuticals Ltd.,15.0,600.0,40's,pack
cephradine,Reocef,Powder for Suspension,125 mg/5 ml,Rephco Pharmaceuticals Ltd.,87.0,,100 ml,bottle
cephradine,Revoc,Capsule,500 mg,Novo Healthcare and Pharma Ltd.,12.04,288.86,24's,pack
cephradine,Revoc,Powder for Suspension,125 mg/5 ml,Novo Healthcare and Pharma Ltd.,80.24,,100 ml,bottle
cephradine,Revoc,Pediatric Drops,125 mg/1.25 ml,Novo Healthcare and Pharma Ltd.,50.15,,15 ml,bottle
cephradine,Revoc DS,Powder for Suspension,250 mg/5 ml,Novo Healthcare and Pharma Ltd.,120.37,,100 ml,bottle
cephradine,Rocef,Capsule,250 mg,Healthcare Pharmaceuticals Ltd.,10.0,480.0,8 x 6 pcs,strip
cephradine,Rocef,Capsule,500 mg,Healthcare Pharmaceuticals Ltd.,16.0,480.0,5 x 6 pcs,strip
cephradine,Rocef,Powder for Suspension,125 mg/5 ml,Healthcare Pharmaceuticals Ltd.,95.0,,100 ml,bottle
cephradine,Rocef Forte,Powder for Suspension,250 mg/5 ml,Healthcare Pharmaceuticals Ltd.,140.0,,100 ml,bottle
cephradine,Roxicef,Capsule,500 mg,Popular Pharmaceuticals Ltd.,12.55,251.0,5 x 4 pcs,strip
cephradine,Roxicef,Powder for Suspension,125 mg/5 ml,Popular Pharmaceuticals Ltd.,80.3,,100 ml,bottle
cephradine,Sefacin,Capsule,250 mg,Kumudini Pharma Ltd.,7.75,186.0,4 x 6 pcs,strip
cephradine,Sefacin,Capsule,500 mg,Kumudini Pharma Ltd.,12.5,300.0,4 x 6 pcs,strip
cephradine,Sefacin,Powder for Suspension,125 mg/5 ml,Kumudini Pharma Ltd.,85.0,,100 ml,bottle
cephradine,Sefacin,Pediatric Drops,125 mg/1.25 ml,Kumudini Pharma Ltd.,50.0,,15 ml,bottle
cephradine,Sefcon,Capsule,500 mg,Concord Pharmaceuticals Ltd.,15.0,315.0,3 x 7 pcs,strip
cephradine,Sefcon DS,Powder for Suspension,250 mg/5 ml,Concord Pharmaceuticals Ltd.,120.35,,100 ml,bottle
cephradine,Sefin,Capsule,250 mg,Orion Pharma Ltd.,7.0,140.0,5 x 4 pcs,strip
cephradine,Sefin,Capsule,500 mg,Orion Pharma Ltd.,12.59,251.8,5 x 4 pcs,strip
cephradine,Sefin,Powder for Suspension,125 mg/5 ml,Orion Pharma Ltd.,80.55,,100 ml,bottle
cephradine,Sefin,Pediatric Drops,125 mg/1.25 ml,Orion Pharma Ltd.,50.35,,15 ml,bottle
cephradine,Sefin,IM/IV Injection,250 mg/vial,Orion Pharma Ltd.,35.23,,250 mg,vial
cephradine,Sefin,IM/IV Injection,500 mg/vial,Orion Pharma Ltd.,50.35,,500 mg,vial
cephradine,Sefin,IM/IV Injection,1 gm/vial,Orion Pharma Ltd.,80.55,,1 gm,vial
cephradine,Sefin DS,Powder for Suspension,250 mg/5 ml,Orion Pharma Ltd.,60.42,,50 ml,bottle
cephradine,Sefin DS,Powder for Suspension,250 mg/5 ml,Orion Pharma Ltd.,120.81,,100 ml,bottle
cephradine,Sefnin,Capsule,250 mg,Monicopharma Ltd.,6.5,325.0,50's,pack
cephradine,Sefnin,Capsule,500 mg,Monicopharma Ltd.,12.5,300.0,24's,pack
cephradine,Sefnin,Powder for Suspension,125 mg/5 ml,Monicopharma Ltd.,80.0,,100 ml,bottle
cephradine,Sefrad,Capsule,250 mg,Synovia Pharma PLC.,10.03,200.6,5 x 4 pcs,strip
cephradine,Sefrad,Capsule,500 mg,Synovia Pharma PLC.,16.05,321.0,5 x 4 pcs,strip
cephradine,Sefrad,Powder for Suspension,125 mg/5 ml,Synovia Pharma PLC.,95.29,,100 ml,bottle
cephradine,Sefrad,Pediatric Drops,125 mg/1.25 ml,Synovia Pharma PLC.,65.2,,15 ml,bottle
cephradine,Sefrad DS,Powder for Suspension,250 mg/5 ml,Synovia Pharma PLC.,130.39,,100 ml,bottle
cephradine,Sefrate,Capsule,500 mg,Bristol Pharmaceuticals Ltd.,12.5,250.0,20's,pack
cephradine,Sefrate,Powder for Suspension,125 mg/5 ml,Bristol Pharmaceuticals Ltd.,80.0,,100 ml,bottle
cephradine,Sefrate,Pediatric Drops,125 mg/1.25 ml,Bristol Pharmaceuticals Ltd.,50.0,,15 ml,bottle
cephradine,Sefril,Capsule,250 mg,ACME Laboratories Ltd.,8.03,160.6,5 x 4 pcs,strip
cephradine,Sefril,Capsule,500 mg,ACME Laboratories Ltd.,15.04,300.8,5 x 4 pcs,strip
cephradine,Sefril,Powder for Suspension,125 mg/5 ml,ACME Laboratories Ltd.,95.0,,100 ml,bottle
cephradine,Sefril,Pediatric Drops,125 mg/1.25 ml,ACME Laboratories Ltd.,62.19,,15 ml,bottle
cephradine,Sefril DS,Powder for Suspension,250 mg/5 ml,ACME Laboratories Ltd.,120.82,,100 ml,bottle
cephradine,Sefro,Capsule,250 mg,Navana Pharmaceuticals Ltd.,6.52,156.55,4 x 6 pcs,strip
cephradine,Sefro,Capsule,500 mg,Navana Pharmaceuticals Ltd.,15.0,360.0,4 x 6 pcs,strip
